DOI,DOI_links
10.1016/j.ensm.2021.09.012,http://dx.doi.org/10.1016/j.ensm.2021.09.012
10.1016/j.electacta.2021.139256,http://dx.doi.org/10.1016/j.electacta.2021.139256
10.1002/asia.202100940,http://dx.doi.org/10.1002/asia.202100940
10.1016/j.jallcom.2021.161886,http://dx.doi.org/10.1016/j.jallcom.2021.161886
10.1021/acssuschemeng.1c04481,http://dx.doi.org/10.1021/acssuschemeng.1c04481
10.1016/j.coco.2021.100942,http://dx.doi.org/10.1016/j.coco.2021.100942
10.1007/s40843-021-1775-2,http://dx.doi.org/10.1007/s40843-021-1775-2
10.1016/j.jcis.2021.09.070,http://dx.doi.org/10.1016/j.jcis.2021.09.070
10.1016/j.jcis.2021.09.072,http://dx.doi.org/10.1016/j.jcis.2021.09.072
10.1016/j.apcatb.2021.120712,http://dx.doi.org/10.1016/j.apcatb.2021.120712
10.1016/j.electacta.2021.139261,http://dx.doi.org/10.1016/j.electacta.2021.139261
10.1016/j.jechem.2021.08.067,http://dx.doi.org/10.1016/j.jechem.2021.08.067
10.1016/j.cej.2021.132576,http://dx.doi.org/10.1016/j.cej.2021.132576
10.1016/j.electacta.2021.139255,http://dx.doi.org/10.1016/j.electacta.2021.139255
10.1016/j.ensm.2021.09.021,http://dx.doi.org/10.1016/j.ensm.2021.09.021
10.1039/d1ta07259e,http://dx.doi.org/10.1039/d1ta07259e
10.1016/j.jelechem.2021.115711,http://dx.doi.org/10.1016/j.jelechem.2021.115711
10.1039/d1nr05334e,http://dx.doi.org/10.1039/d1nr05334e
10.1021/acsami.1c12911,http://dx.doi.org/10.1021/acsami.1c12911
10.1016/j.ceramint.2021.08.079,http://dx.doi.org/10.1016/j.ceramint.2021.08.079
10.1002/admt.202100799,http://dx.doi.org/10.1002/admt.202100799
10.1016/j.ceramint.2021.08.091,http://dx.doi.org/10.1016/j.ceramint.2021.08.091
10.1016/j.ceramint.2021.08.064,http://dx.doi.org/10.1016/j.ceramint.2021.08.064
10.1039/d1nr04503b,http://dx.doi.org/10.1039/d1nr04503b
10.1016/j.electacta.2021.139278,http://dx.doi.org/10.1016/j.electacta.2021.139278
10.1039/d1nr04537g,http://dx.doi.org/10.1039/d1nr04537g
10.1016/j.mtener.2021.100851,http://dx.doi.org/10.1016/j.mtener.2021.100851
10.1021/acssuschemeng.1c04259,http://dx.doi.org/10.1021/acssuschemeng.1c04259
10.1016/j.cej.2021.132644,http://dx.doi.org/10.1016/j.cej.2021.132644
10.1016/j.cej.2021.131862,http://dx.doi.org/10.1016/j.cej.2021.131862
10.1002/batt.202100181,http://dx.doi.org/10.1002/batt.202100181
10.1016/j.mtener.2021.100849,http://dx.doi.org/10.1016/j.mtener.2021.100849
10.1021/acsami.1c14324,http://dx.doi.org/10.1021/acsami.1c14324
10.1002/er.7296,http://dx.doi.org/10.1002/er.7296
10.1039/d1nj04063d,http://dx.doi.org/10.1039/d1nj04063d
10.1016/j.carbon.2021.09.044,http://dx.doi.org/10.1016/j.carbon.2021.09.044
10.1016/j.jechem.2021.02.0152095-4956/,http://dx.doi.org/10.1016/j.jechem.2021.02.0152095-4956/
10.1016/j.jechem.2021.01.0322095-4956/,http://dx.doi.org/10.1016/j.jechem.2021.01.0322095-4956/
10.1088/2053-1583/ac105a,http://dx.doi.org/10.1088/2053-1583/ac105a
10.1088/1361-6528/ac1131,http://dx.doi.org/10.1088/1361-6528/ac1131
10.1002/smsc.202100044,http://dx.doi.org/10.1002/smsc.202100044
10.1002/batt.202100246,http://dx.doi.org/10.1002/batt.202100246
10.1002/adfm.202108533,http://dx.doi.org/10.1002/adfm.202108533
10.1002/ente.202100212,http://dx.doi.org/10.1002/ente.202100212
10.1007/s12613-021-2328-9,http://dx.doi.org/10.1007/s12613-021-2328-9
10.1007/s12613-021-2312-4,http://dx.doi.org/10.1007/s12613-021-2312-4
10.1039/d1cc04443e,http://dx.doi.org/10.1039/d1cc04443e
10.1016/j.jtice.2021.07.029,http://dx.doi.org/10.1016/j.jtice.2021.07.029
10.1149/1945-7111/ac2a80,http://dx.doi.org/10.1149/1945-7111/ac2a80
10.1149/1945-7111/ac2ac4,http://dx.doi.org/10.1149/1945-7111/ac2ac4
10.1088/1674-4926/42/10/101603,http://dx.doi.org/10.1088/1674-4926/42/10/101603
10.3390/nano11102746,http://dx.doi.org/10.3390/nano11102746
10.1142/S1793604721300152,http://dx.doi.org/10.1142/S1793604721300152
10.1142/S1793604721300127,http://dx.doi.org/10.1142/S1793604721300127
10.1142/S1793604721430025,http://dx.doi.org/10.1142/S1793604721430025
10.1002/aesr.202100076,http://dx.doi.org/10.1002/aesr.202100076
10.1016/j.cej.2021.132538,http://dx.doi.org/10.1016/j.cej.2021.132538
10.1016/j.matchemphys.2021.125308,http://dx.doi.org/10.1016/j.matchemphys.2021.125308
10.1039/d1se00865j,http://dx.doi.org/10.1039/d1se00865j
10.1002/aenm.202102016,http://dx.doi.org/10.1002/aenm.202102016
10.1016/j.chemosphere.2021.132457,http://dx.doi.org/10.1016/j.chemosphere.2021.132457
10.1016/j.apcatb.2021.120752,http://dx.doi.org/10.1016/j.apcatb.2021.120752
10.1073/pnas.2110036118,http://dx.doi.org/10.1073/pnas.2110036118
10.1039/d1se01225h,http://dx.doi.org/10.1039/d1se01225h
10.1021/acsnano.1c06372,http://dx.doi.org/10.1021/acsnano.1c06372
10.1016/j.est.2021.103329,http://dx.doi.org/10.1016/j.est.2021.103329
10.1016/j.cej.2021.132743,http://dx.doi.org/10.1016/j.cej.2021.132743
10.1016/j.jallcom.2021.162142,http://dx.doi.org/10.1016/j.jallcom.2021.162142
10.1007/s11581-021-04304-6,http://dx.doi.org/10.1007/s11581-021-04304-6
10.1007/s11581-021-04277-6,http://dx.doi.org/10.1007/s11581-021-04277-6
10.1039/d1qm00809a,http://dx.doi.org/10.1039/d1qm00809a
10.1039/d1ma00836f,http://dx.doi.org/10.1039/d1ma00836f
10.1016/j.jcis.2021.09.134,http://dx.doi.org/10.1016/j.jcis.2021.09.134
10.1016/j.jcis.2021.09.151,http://dx.doi.org/10.1016/j.jcis.2021.09.151
10.1016/j.jcis.2021.09.142,http://dx.doi.org/10.1016/j.jcis.2021.09.142
10.1021/acsaem.1c01967,http://dx.doi.org/10.1021/acsaem.1c01967
10.1021/acsami.1c14947,http://dx.doi.org/10.1021/acsami.1c14947
10.1016/j.cej.2021.132691,http://dx.doi.org/10.1016/j.cej.2021.132691
10.1016/j.apsusc.2021.151286,http://dx.doi.org/10.1016/j.apsusc.2021.151286
10.1016/j.apsusc.2021.151442,http://dx.doi.org/10.1016/j.apsusc.2021.151442
10.1002/sstr.202100119,http://dx.doi.org/10.1002/sstr.202100119
10.1039/d1ta07572a,http://dx.doi.org/10.1039/d1ta07572a
10.1016/j.est.2021.103327,http://dx.doi.org/10.1016/j.est.2021.103327
10.1021/acsaem.1c02487,http://dx.doi.org/10.1021/acsaem.1c02487
10.1016/j.cej.2021.132748,http://dx.doi.org/10.1016/j.cej.2021.132748
10.1016/j.cej.2021.132673,http://dx.doi.org/10.1016/j.cej.2021.132673
10.1002/adfm.202108225,http://dx.doi.org/10.1002/adfm.202108225
10.1002/aenm.202102607,http://dx.doi.org/10.1002/aenm.202102607
10.1039/d1cc04731k,http://dx.doi.org/10.1039/d1cc04731k
10.1016/j.apcatb.2021.120785,http://dx.doi.org/10.1016/j.apcatb.2021.120785
10.1016/j.ensm.2021.10.004,http://dx.doi.org/10.1016/j.ensm.2021.10.004
10.1002/adfm.202107608,http://dx.doi.org/10.1002/adfm.202107608
10.1002/admi.202101256,http://dx.doi.org/10.1002/admi.202101256
10.1039/d1ta07522e,http://dx.doi.org/10.1039/d1ta07522e
10.1021/acs.nanolett.1c03319,http://dx.doi.org/10.1021/acs.nanolett.1c03319
10.1016/j.apsusc.2021.151486,http://dx.doi.org/10.1016/j.apsusc.2021.151486
10.1021/acsami.1c14469,http://dx.doi.org/10.1021/acsami.1c14469
10.1021/acssuschemeng.1c04675,http://dx.doi.org/10.1021/acssuschemeng.1c04675
10.1016/j.nanoen.2021.106596,http://dx.doi.org/10.1016/j.nanoen.2021.106596
10.1039/d1cy01328a,http://dx.doi.org/10.1039/d1cy01328a
10.1021/acsaem.1c01905,http://dx.doi.org/10.1021/acsaem.1c01905
10.1016/j.cej.2021.132839,http://dx.doi.org/10.1016/j.cej.2021.132839
10.1002/aenm.202101862,http://dx.doi.org/10.1002/aenm.202101862
10.1002/aenm.202102062,http://dx.doi.org/10.1002/aenm.202102062
10.1002/smll.202104557,http://dx.doi.org/10.1002/smll.202104557
10.1016/j.ijhydene.2021.08.200,http://dx.doi.org/10.1016/j.ijhydene.2021.08.200
10.1016/j.polymertesting.2021.107380,http://dx.doi.org/10.1016/j.polymertesting.2021.107380
10.1021/acs.jpclett.1c02797,http://dx.doi.org/10.1021/acs.jpclett.1c02797
10.1021/acsaem.1c02324,http://dx.doi.org/10.1021/acsaem.1c02324
10.1002/admt.202100708,http://dx.doi.org/10.1002/admt.202100708
10.1016/j.carbon.2021.09.064,http://dx.doi.org/10.1016/j.carbon.2021.09.064
10.1016/j.carbon.2021.10.013,http://dx.doi.org/10.1016/j.carbon.2021.10.013
10.1039/d1ta08127f,http://dx.doi.org/10.1039/d1ta08127f
10.1039/d1ta08050d,http://dx.doi.org/10.1039/d1ta08050d
10.1016/j.electacta.2021.139334,http://dx.doi.org/10.1016/j.electacta.2021.139334
10.1021/acsaem.1c02288,http://dx.doi.org/10.1021/acsaem.1c02288
10.1002/adma.202105426,http://dx.doi.org/10.1002/adma.202105426
10.1039/d1dt02787e,http://dx.doi.org/10.1039/d1dt02787e
10.1039/d1ee01602d,http://dx.doi.org/10.1039/d1ee01602d
10.1016/j.cej.2021.132864,http://dx.doi.org/10.1016/j.cej.2021.132864
10.1002/sstr.202100103,http://dx.doi.org/10.1002/sstr.202100103
10.1016/j.ensm.2021.10.002,http://dx.doi.org/10.1016/j.ensm.2021.10.002
10.1016/j.cej.2021.132718,http://dx.doi.org/10.1016/j.cej.2021.132718
10.1002/adsu.202100308,http://dx.doi.org/10.1002/adsu.202100308
10.1016/j.jallcom.2021.162156,http://dx.doi.org/10.1016/j.jallcom.2021.162156
10.1002/batt.202100221,http://dx.doi.org/10.1002/batt.202100221
10.1002/advs.202102053,http://dx.doi.org/10.1002/advs.202102053
10.1016/j.cej.2021.132996,http://dx.doi.org/10.1016/j.cej.2021.132996
10.1039/d1ra05775h,http://dx.doi.org/10.1039/d1ra05775h
10.1002/advs.202102612,http://dx.doi.org/10.1002/advs.202102612
10.1002/adma.202106469,http://dx.doi.org/10.1002/adma.202106469
10.1016/j.ssi.2021.115774,http://dx.doi.org/10.1016/j.ssi.2021.115774
10.1016/j.ijhydene.2021.09.040,http://dx.doi.org/10.1016/j.ijhydene.2021.09.040
10.1039/d1nr05903c,http://dx.doi.org/10.1039/d1nr05903c
10.1039/d1ta08007e,http://dx.doi.org/10.1039/d1ta08007e
10.1016/j.cej.2021.133064,http://dx.doi.org/10.1016/j.cej.2021.133064
10.1038/s41598-021-00148-2,http://dx.doi.org/10.1038/s41598-021-00148-2
10.1002/anie.202111398,http://dx.doi.org/10.1002/anie.202111398
10.1039/d1se01317c,http://dx.doi.org/10.1039/d1se01317c
10.1088/1361-6528/ac15cb,http://dx.doi.org/10.1088/1361-6528/ac15cb
10.1002/smll.202103613,http://dx.doi.org/10.1002/smll.202103613
10.1002/adma.202105951,http://dx.doi.org/10.1002/adma.202105951
10.1016/j.jcis.2021.10.025,http://dx.doi.org/10.1016/j.jcis.2021.10.025
10.1016/j.electacta.2021.139407,http://dx.doi.org/10.1016/j.electacta.2021.139407
10.1039/d1nj03900h,http://dx.doi.org/10.1039/d1nj03900h
10.1039/d1ta08184e,http://dx.doi.org/10.1039/d1ta08184e
10.1016/j.cclet.2021.02.055,http://dx.doi.org/10.1016/j.cclet.2021.02.055
10.1002/adma.202106897,http://dx.doi.org/10.1002/adma.202106897
10.1002/sstr.202100144,http://dx.doi.org/10.1002/sstr.202100144
10.1007/s12274-021-3884-z,http://dx.doi.org/10.1007/s12274-021-3884-z
10.1080/25726641.2021.1993696,http://dx.doi.org/10.1080/25726641.2021.1993696
10.1016/j.ensm.2021.10.020,http://dx.doi.org/10.1016/j.ensm.2021.10.020
10.1021/acsami.1c17204,http://dx.doi.org/10.1021/acsami.1c17204
10.1021/acs.langmuir.1c02100,http://dx.doi.org/10.1021/acs.langmuir.1c02100
10.1016/j.carbon.2021.10.057,http://dx.doi.org/10.1016/j.carbon.2021.10.057
10.1039/d1ta08400c,http://dx.doi.org/10.1039/d1ta08400c
10.1016/j.rser.2021.111771,http://dx.doi.org/10.1016/j.rser.2021.111771
10.1021/acssuschemeng.1c04970,http://dx.doi.org/10.1021/acssuschemeng.1c04970
10.1021/acsami.1c16263,http://dx.doi.org/10.1021/acsami.1c16263
10.1007/s40843-021-1791-1,http://dx.doi.org/10.1007/s40843-021-1791-1
10.1016/j.jallcom.2021.162391,http://dx.doi.org/10.1016/j.jallcom.2021.162391
10.1039/d1ta08305h,http://dx.doi.org/10.1039/d1ta08305h
10.1016/j.ensm.2021.10.001,http://dx.doi.org/10.1016/j.ensm.2021.10.001
10.1016/j.nanoen.2021.106651,http://dx.doi.org/10.1016/j.nanoen.2021.106651
10.1007/s40242-021-1333-x,http://dx.doi.org/10.1007/s40242-021-1333-x
10.1039/d1cc90376d,http://dx.doi.org/10.1039/d1cc90376d
10.1002/adfm.202103959,http://dx.doi.org/10.1002/adfm.202103959
10.1016/j.apcatb.2021.120838,http://dx.doi.org/10.1016/j.apcatb.2021.120838
10.1016/j.electacta.2021.139414,http://dx.doi.org/10.1016/j.electacta.2021.139414
10.1021/acsami.1c12053,http://dx.doi.org/10.1021/acsami.1c12053
10.1016/j.ceramint.2021.08.303,http://dx.doi.org/10.1016/j.ceramint.2021.08.303
10.1016/j.ceramint.2021.09.070,http://dx.doi.org/10.1016/j.ceramint.2021.09.070
10.1016/j.cej.2021.133105,http://dx.doi.org/10.1016/j.cej.2021.133105
10.1021/acsaem.1c02433,http://dx.doi.org/10.1021/acsaem.1c02433
10.1002/ente.202100645,http://dx.doi.org/10.1002/ente.202100645
10.1039/d1ta08217e,http://dx.doi.org/10.1039/d1ta08217e
10.1039/d1ta08023g,http://dx.doi.org/10.1039/d1ta08023g
10.1016/j.nanoen.2021.106621,http://dx.doi.org/10.1016/j.nanoen.2021.106621
10.1007/s12274-021-3835-8,http://dx.doi.org/10.1007/s12274-021-3835-8
10.1016/j.jpowsour.2021.230699,http://dx.doi.org/10.1016/j.jpowsour.2021.230699
10.1016/j.electacta.2021.139425,http://dx.doi.org/10.1016/j.electacta.2021.139425
10.1016/j.jelechem.2021.115804,http://dx.doi.org/10.1016/j.jelechem.2021.115804
10.1016/j.ensm.2021.10.005,http://dx.doi.org/10.1016/j.ensm.2021.10.005
10.1039/d1ra06808c,http://dx.doi.org/10.1039/d1ra06808c
10.1002/smll.202103517,http://dx.doi.org/10.1002/smll.202103517
10.1007/s12598-021-01811-3,http://dx.doi.org/10.1007/s12598-021-01811-3
10.1149/1945-7111/ac34c9,http://dx.doi.org/10.1149/1945-7111/ac34c9
10.1149/1945-7111/ac3718,http://dx.doi.org/10.1149/1945-7111/ac3718
10.1149/1945-7111/ac3600,http://dx.doi.org/10.1149/1945-7111/ac3600
10.1021/acsami.1c15628,http://dx.doi.org/10.1021/acsami.1c15628
10.1166/jno.2021.3128,http://dx.doi.org/10.1166/jno.2021.3128
10.1166/jno.2021.3131,http://dx.doi.org/10.1166/jno.2021.3131
10.1007/s12598-021-01858-2,http://dx.doi.org/10.1007/s12598-021-01858-2
10.1002/celc.202101452,http://dx.doi.org/10.1002/celc.202101452
10.1039/d1dt03157k,http://dx.doi.org/10.1039/d1dt03157k
10.1016/j.jcis.2021.10.102,http://dx.doi.org/10.1016/j.jcis.2021.10.102
10.1016/j.surfcoat.2021.127813,http://dx.doi.org/10.1016/j.surfcoat.2021.127813
10.1039/d1cp03987c,http://dx.doi.org/10.1039/d1cp03987c
10.1039/d1nj03934b,http://dx.doi.org/10.1039/d1nj03934b
10.1016/j.ensm.2021.10.016,http://dx.doi.org/10.1016/j.ensm.2021.10.016
10.1016/j.jpowsour.2021.230696,http://dx.doi.org/10.1016/j.jpowsour.2021.230696
10.1016/j.apsusc.2021.151728,http://dx.doi.org/10.1016/j.apsusc.2021.151728
10.1016/j.jcis.2021.10.121,http://dx.doi.org/10.1016/j.jcis.2021.10.121
10.1016/j.jcis.2021.10.085,http://dx.doi.org/10.1016/j.jcis.2021.10.085
10.1007/s42114-021-00375-1,http://dx.doi.org/10.1007/s42114-021-00375-1
10.1007/s40843-021-1830-2,http://dx.doi.org/10.1007/s40843-021-1830-2
10.1002/cssc.202101852,http://dx.doi.org/10.1002/cssc.202101852
10.1002/advs.202103894,http://dx.doi.org/10.1002/advs.202103894
10.1016/j.ensm.2021.10.033,http://dx.doi.org/10.1016/j.ensm.2021.10.033
10.1039/d1nj03626b,http://dx.doi.org/10.1039/d1nj03626b
10.1016/j.scriptamat.2021.114368,http://dx.doi.org/10.1016/j.scriptamat.2021.114368
10.1021/acsami.1c17151,http://dx.doi.org/10.1021/acsami.1c17151
10.1016/j.jcis.2021.10.128,http://dx.doi.org/10.1016/j.jcis.2021.10.128
10.1002/adfm.202109749,http://dx.doi.org/10.1002/adfm.202109749
10.1016/j.electacta.2021.139372,http://dx.doi.org/10.1016/j.electacta.2021.139372
10.1016/j.ccr.2021.214297,http://dx.doi.org/10.1016/j.ccr.2021.214297
10.1021/acs.energyfuels.1c03104,http://dx.doi.org/10.1021/acs.energyfuels.1c03104
10.1016/j.jcis.2021.10.144,http://dx.doi.org/10.1016/j.jcis.2021.10.144
10.1007/s10800-021-01643-0,http://dx.doi.org/10.1007/s10800-021-01643-0
10.1039/d1nj03768d,http://dx.doi.org/10.1039/d1nj03768d
10.1039/d1dt03193g,http://dx.doi.org/10.1039/d1dt03193g
10.1016/j.nanoen.2021.106675,http://dx.doi.org/10.1016/j.nanoen.2021.106675
10.1002/est2.293,http://dx.doi.org/10.1002/est2.293
10.1002/smll.202105572,http://dx.doi.org/10.1002/smll.202105572
10.1039/d1sc04231a,http://dx.doi.org/10.1039/d1sc04231a
10.14102/j.cnki.0254-5861.2011-3201,http://dx.doi.org/10.14102/j.cnki.0254-5861.2011-3201
10.1016/j.carbon.2021.11.007,http://dx.doi.org/10.1016/j.carbon.2021.11.007
10.1016/j.apsusc.2021.151730,http://dx.doi.org/10.1016/j.apsusc.2021.151730
10.1016/j.mtener.2021.100882,http://dx.doi.org/10.1016/j.mtener.2021.100882
10.1016/j.ccr.2021.214299,http://dx.doi.org/10.1016/j.ccr.2021.214299
10.1039/d1ta09237e,http://dx.doi.org/10.1039/d1ta09237e
10.1039/d1ma00983d,http://dx.doi.org/10.1039/d1ma00983d
10.1039/d1nr06058a,http://dx.doi.org/10.1039/d1nr06058a
10.1016/j.mtcomm.2021.102954,http://dx.doi.org/10.1016/j.mtcomm.2021.102954
10.1002/adma.202105133,http://dx.doi.org/10.1002/adma.202105133
10.1002/smll.202104148,http://dx.doi.org/10.1002/smll.202104148
10.1039/d1nj04258k,http://dx.doi.org/10.1039/d1nj04258k
10.1016/j.jallcom.2021.162615,http://dx.doi.org/10.1016/j.jallcom.2021.162615
10.1007/s40843-021-1808-7,http://dx.doi.org/10.1007/s40843-021-1808-7
10.1016/j.jpowsour.2021.230740,http://dx.doi.org/10.1016/j.jpowsour.2021.230740
10.1039/d1ce01188j,http://dx.doi.org/10.1039/d1ce01188j
10.1002/celc.202101246,http://dx.doi.org/10.1002/celc.202101246
10.1016/j.ensm.2021.10.043,http://dx.doi.org/10.1016/j.ensm.2021.10.043
10.1007/s10971-021-05608-9,http://dx.doi.org/10.1007/s10971-021-05608-9
10.1016/j.carbon.2021.11.017,http://dx.doi.org/10.1016/j.carbon.2021.11.017
10.1016/j.inoche.2021.109068,http://dx.doi.org/10.1016/j.inoche.2021.109068
10.1016/j.ensm.2021.11.010,http://dx.doi.org/10.1016/j.ensm.2021.11.010
10.1016/j.mtener.2021.100879,http://dx.doi.org/10.1016/j.mtener.2021.100879
10.1016/j.ensm.2021.11.004,http://dx.doi.org/10.1016/j.ensm.2021.11.004
10.1016/j.jenvman.2021.114120,http://dx.doi.org/10.1016/j.jenvman.2021.114120
10.1039/d1se01427g,http://dx.doi.org/10.1039/d1se01427g
10.1039/d1ta09278b,http://dx.doi.org/10.1039/d1ta09278b
10.1016/j.ensm.2021.10.039,http://dx.doi.org/10.1016/j.ensm.2021.10.039
10.1016/j.jma.2021.08.022,http://dx.doi.org/10.1016/j.jma.2021.08.022
10.1016/j.jechem.2021.09.038,http://dx.doi.org/10.1016/j.jechem.2021.09.038
10.1038/s41467-021-26947-9,http://dx.doi.org/10.1038/s41467-021-26947-9
10.1039/d1ta08697a,http://dx.doi.org/10.1039/d1ta08697a
10.1039/d1ta09070d,http://dx.doi.org/10.1039/d1ta09070d
10.1039/d1ta06897k,http://dx.doi.org/10.1039/d1ta06897k
10.1021/acs.jpclett.1c03177,http://dx.doi.org/10.1021/acs.jpclett.1c03177
10.1002/smtd.202101116,http://dx.doi.org/10.1002/smtd.202101116
10.1016/j.jallcom.2021.162456,http://dx.doi.org/10.1016/j.jallcom.2021.162456
10.1039/d1nr05753g,http://dx.doi.org/10.1039/d1nr05753g
10.1039/d1cy01818c,http://dx.doi.org/10.1039/d1cy01818c
10.1021/acsenergylett.1c02084,http://dx.doi.org/10.1021/acsenergylett.1c02084
10.1016/j.isci.2021.103259,http://dx.doi.org/10.1016/j.isci.2021.103259
10.1016/j.jpowsour.2021.230761,http://dx.doi.org/10.1016/j.jpowsour.2021.230761
10.1039/d1cy01414e,http://dx.doi.org/10.1039/d1cy01414e
10.7536/PC210453,http://dx.doi.org/10.7536/PC210453
10.1002/adma.202106409,http://dx.doi.org/10.1002/adma.202106409
10.1002/smtd.202101043,http://dx.doi.org/10.1002/smtd.202101043
10.1021/acsaem.1c02064,http://dx.doi.org/10.1021/acsaem.1c02064
10.1016/j.nanoen.2021.106752,http://dx.doi.org/10.1016/j.nanoen.2021.106752
10.1007/s12274-021-3957-z,http://dx.doi.org/10.1007/s12274-021-3957-z
10.1039/d1tc04822h,http://dx.doi.org/10.1039/d1tc04822h
10.1021/acsnano.1c05725,http://dx.doi.org/10.1021/acsnano.1c05725
10.1016/j.corsci.2021.109943,http://dx.doi.org/10.1016/j.corsci.2021.109943
10.1021/acsami.1c17677,http://dx.doi.org/10.1021/acsami.1c17677
10.1021/acsami.1c15794,http://dx.doi.org/10.1021/acsami.1c15794
10.1021/acsami.1c15750,http://dx.doi.org/10.1021/acsami.1c15750
10.1021/acsami.1c13872,http://dx.doi.org/10.1021/acsami.1c13872
10.1021/acs.nanolett.1c03455,http://dx.doi.org/10.1021/acs.nanolett.1c03455
10.1021/acs.nanolett.1c03407,http://dx.doi.org/10.1021/acs.nanolett.1c03407
10.1002/anie.202111826,http://dx.doi.org/10.1002/anie.202111826
10.1038/s41467-021-27203-w,http://dx.doi.org/10.1038/s41467-021-27203-w
10.1002/er.7513,http://dx.doi.org/10.1002/er.7513
10.1002/advs.202103952,http://dx.doi.org/10.1002/advs.202103952
10.1021/acsanm.1c02326,http://dx.doi.org/10.1021/acsanm.1c02326
10.1021/acsanm.1c01876,http://dx.doi.org/10.1021/acsanm.1c01876
10.1002/smll.202105604,http://dx.doi.org/10.1002/smll.202105604
10.1002/smll.202105169,http://dx.doi.org/10.1002/smll.202105169
10.1007/s42765-021-00109-4,http://dx.doi.org/10.1007/s42765-021-00109-4
10.1039/d1nj04582b,http://dx.doi.org/10.1039/d1nj04582b
10.1016/j.jpowsour.2021.230802,http://dx.doi.org/10.1016/j.jpowsour.2021.230802
10.1002/smll.202104462,http://dx.doi.org/10.1002/smll.202104462
10.1002/est2.304,http://dx.doi.org/10.1002/est2.304
10.1002/adfm.202106994,http://dx.doi.org/10.1002/adfm.202106994
10.1039/d1qm01293b,http://dx.doi.org/10.1039/d1qm01293b
10.1007/s40820-021-00650-2,http://dx.doi.org/10.1007/s40820-021-00650-2
10.1007/s40820-021-00669-5,http://dx.doi.org/10.1007/s40820-021-00669-5
10.1007/s40820-021-00699-z,http://dx.doi.org/10.1007/s40820-021-00699-z
10.1007/s40820-021-00733-0,http://dx.doi.org/10.1007/s40820-021-00733-0
10.1002/smsc.202100040,http://dx.doi.org/10.1002/smsc.202100040
10.1002/advs.202104237,http://dx.doi.org/10.1002/advs.202104237
10.1039/d1ta09964g,http://dx.doi.org/10.1039/d1ta09964g
10.1126/sciadv.abl3742,http://dx.doi.org/10.1126/sciadv.abl3742
10.1002/aenm.202102222,http://dx.doi.org/10.1002/aenm.202102222
10.1149/1945-7111/ac4059,http://dx.doi.org/10.1149/1945-7111/ac4059
10.1149/1945-7111/ac4189,http://dx.doi.org/10.1149/1945-7111/ac4189
10.3390/app112411672,http://dx.doi.org/10.3390/app112411672
10.3390/nano11123321,http://dx.doi.org/10.3390/nano11123321
10.3390/gels7040256,http://dx.doi.org/10.3390/gels7040256
10.3390/polym13244284,http://dx.doi.org/10.3390/polym13244284
10.3390/app112411675,http://dx.doi.org/10.3390/app112411675
10.1007/s40820-021-00691-7,http://dx.doi.org/10.1007/s40820-021-00691-7
10.1016/j.jechem.2021.03.051,http://dx.doi.org/10.1016/j.jechem.2021.03.051
10.1016/j.jechem.2021.07.027,http://dx.doi.org/10.1016/j.jechem.2021.07.027
10.1016/j.cclet.2021.04.032,http://dx.doi.org/10.1016/j.cclet.2021.04.032
10.1016/j.cclet.2021.04.045,http://dx.doi.org/10.1016/j.cclet.2021.04.045
10.1016/j.ultsonch.2021.105846,http://dx.doi.org/10.1016/j.ultsonch.2021.105846
10.1038/s41893-021-00800-9,http://dx.doi.org/10.1038/s41893-021-00800-9
10.1002/smtd.202101060,http://dx.doi.org/10.1002/smtd.202101060
10.1038/s41893-021-00834-z,http://dx.doi.org/10.1038/s41893-021-00834-z
10.1002/batt.202100313,http://dx.doi.org/10.1002/batt.202100313
10.1002/batt.202100339,http://dx.doi.org/10.1002/batt.202100339
10.1021/acs.energyfuels.1c03069,http://dx.doi.org/10.1021/acs.energyfuels.1c03069
10.1088/1361-6528/ac218e,http://dx.doi.org/10.1088/1361-6528/ac218e
10.1016/j.nanoen.2021.106780,http://dx.doi.org/10.1016/j.nanoen.2021.106780
10.1016/j.micromeso.2021.111609,http://dx.doi.org/10.1016/j.micromeso.2021.111609
10.1016/j.nanoen.2021.106750,http://dx.doi.org/10.1016/j.nanoen.2021.106750
10.1002/smll.202106441,http://dx.doi.org/10.1002/smll.202106441
10.1002/smll.202103345,http://dx.doi.org/10.1002/smll.202103345
10.1002/ente.202100877,http://dx.doi.org/10.1002/ente.202100877
10.1016/j.jpowsour.2021.230861,http://dx.doi.org/10.1016/j.jpowsour.2021.230861
10.1016/j.jallcom.2021.162948,http://dx.doi.org/10.1016/j.jallcom.2021.162948
10.1016/j.jallcom.2021.162604,http://dx.doi.org/10.1016/j.jallcom.2021.162604
10.1016/j.cej.2021.133920,http://dx.doi.org/10.1016/j.cej.2021.133920
10.1039/d1ra07920d,http://dx.doi.org/10.1039/d1ra07920d
10.1002/adma.202106937,http://dx.doi.org/10.1002/adma.202106937
10.1016/j.matlet.2021.131210,http://dx.doi.org/10.1016/j.matlet.2021.131210
10.1016/j.matlet.2021.131212,http://dx.doi.org/10.1016/j.matlet.2021.131212
10.1016/j.mtener.2021.100897,http://dx.doi.org/10.1016/j.mtener.2021.100897
10.1016/j.jallcom.2021.163071,http://dx.doi.org/10.1016/j.jallcom.2021.163071
